Module,Line,Literal,Code Snippet
analysis/breakthrough_physics.py,29,300.0,"default=300.0,"
analysis/breakthrough_physics.py,33,0.95,"default=0.95,"
analysis/breakthrough_physics.py,37,0.1,"default=0.1,"
analysis/breakthrough_physics.py,43,0.9,"default=0.9,"
analysis/breakthrough_physics.py,47,0.95,"default=0.95,"
analysis/breakthrough_physics.py,51,15.0,"default=15.0,"
analysis/breakthrough_physics.py,57,0.08,"default=0.08,"
analysis/breakthrough_physics.py,63,0.15,"default=0.15,"
analysis/breakthrough_physics.py,67,0.35,"default=0.35,"
analysis/breakthrough_physics.py,71,15.0,"default=15.0,"
analysis/breakthrough_physics.py,75,5.0,"default=5.0,"
analysis/breakthrough_physics.py,83,2.5,"default=2.5,"
analysis/breakthrough_physics.py,89,3.0,"default=3.0,"
analysis/breakthrough_physics.py,97,25.0,"default=25.0,"
analysis/breakthrough_physics.py,102,50.0,if not (50.0 <= self.breakthrough_gor_threshold <= 5000.0):
analysis/breakthrough_physics.py,102,5000.0,if not (50.0 <= self.breakthrough_gor_threshold <= 5000.0):
analysis/breakthrough_physics.py,104,0.7,if not (0.7 <= self.breakthrough_water_cut_threshold <= 1.0):
analysis/breakthrough_physics.py,105,0.7,"raise ValueError(""Breakthrough water cut threshold must be between 0.7 and 1.0"")"
analysis/breakthrough_physics.py,146,2000.0,"pressure = _to_float(reservoir_params.get(""pressure"", 2000.0))"
analysis/breakthrough_physics.py,147,150.0,"temp_f = _to_float(reservoir_params.get(""temperature"", 150.0))"
analysis/breakthrough_physics.py,165,273.15,temp_k = (temp_f - 32) * 5 / 9 + 273.15
analysis/breakthrough_physics.py,166,6894.76,pres_pa = pressure * 6894.76
analysis/breakthrough_physics.py,170,44.0,"rho_co2 = props.get(""vapor_properties"", {}).get(""density"", 44.0 * 16.0185) / 16.0185"
analysis/breakthrough_physics.py,170,16.0185,"rho_co2 = props.get(""vapor_properties"", {}).get(""density"", 44.0 * 16.0185) / 16.0185"
analysis/breakthrough_physics.py,170,16.0185,"rho_co2 = props.get(""vapor_properties"", {}).get(""density"", 44.0 * 16.0185) / 16.0185"
analysis/breakthrough_physics.py,171,50.0,"rho_oil = props.get(""liquid_properties"", {}).get(""density"", 50.0 * 16.0185) / 16.0185"
analysis/breakthrough_physics.py,171,16.0185,"rho_oil = props.get(""liquid_properties"", {}).get(""density"", 50.0 * 16.0185) / 16.0185"
analysis/breakthrough_physics.py,171,16.0185,"rho_oil = props.get(""liquid_properties"", {}).get(""density"", 50.0 * 16.0185) / 16.0185"
analysis/breakthrough_physics.py,174,0.08,"mu_co2 = props.get(""vapor_properties"", {}).get(""viscosity"", 0.08 / 1000.0) * 1000.0"
analysis/breakthrough_physics.py,174,1000.0,"mu_co2 = props.get(""vapor_properties"", {}).get(""viscosity"", 0.08 / 1000.0) * 1000.0"
analysis/breakthrough_physics.py,174,1000.0,"mu_co2 = props.get(""vapor_properties"", {}).get(""viscosity"", 0.08 / 1000.0) * 1000.0"
analysis/breakthrough_physics.py,175,1000.0,"mu_oil = props.get(""liquid_properties"", {}).get(""viscosity"", 2.0 / 1000.0) * 1000.0"
analysis/breakthrough_physics.py,175,1000.0,"mu_oil = props.get(""liquid_properties"", {}).get(""viscosity"", 2.0 / 1000.0) * 1000.0"
analysis/breakthrough_physics.py,181,0.00503,"bg = 0.00503 * 0.85 * (temp_f + 460.0) / max(pressure, 14.7)"
analysis/breakthrough_physics.py,181,0.85,"bg = 0.00503 * 0.85 * (temp_f + 460.0) / max(pressure, 14.7)"
analysis/breakthrough_physics.py,181,460.0,"bg = 0.00503 * 0.85 * (temp_f + 460.0) / max(pressure, 14.7)"
analysis/breakthrough_physics.py,181,14.7,"bg = 0.00503 * 0.85 * (temp_f + 460.0) / max(pressure, 14.7)"
analysis/breakthrough_physics.py,187,44.0,"rho_co2 = _to_float(eor_params.get(""co2_density"", 44.0))"
analysis/breakthrough_physics.py,188,50.0,"rho_oil = _to_float(eor_params.get(""oil_density"", 50.0))"
analysis/breakthrough_physics.py,189,0.08,"mu_co2 = _to_float(eor_params.get(""co2_viscosity"", 0.08))"
analysis/breakthrough_physics.py,248,0.95,"vdp = np.clip(vdp, 0.0, 0.95)"
analysis/breakthrough_physics.py,253,0.22,m_eff = (0.22 + 0.78 * (mobility_ratio**0.25)) ** 4
analysis/breakthrough_physics.py,253,0.78,m_eff = (0.22 + 0.78 * (mobility_ratio**0.25)) ** 4
analysis/breakthrough_physics.py,253,0.25,m_eff = (0.22 + 0.78 * (mobility_ratio**0.25)) ** 4
analysis/breakthrough_physics.py,259,2000.0,"length_ft = _to_float(reservoir_params.get(""length_ft"", 2000.0))"
analysis/breakthrough_physics.py,260,1000.0,"width_ft = _to_float(reservoir_params.get(""width_ft"", 1000.0))"
analysis/breakthrough_physics.py,261,50.0,"thickness_ft = _to_float(reservoir_params.get(""thickness_ft"", 50.0))"
analysis/breakthrough_physics.py,262,0.15,"porosity = np.clip(_to_float(reservoir_params.get(""porosity"", 0.15)), 0.01, 0.4)"
analysis/breakthrough_physics.py,262,0.01,"porosity = np.clip(_to_float(reservoir_params.get(""porosity"", 0.15)), 0.01, 0.4)"
analysis/breakthrough_physics.py,262,0.4,"porosity = np.clip(_to_float(reservoir_params.get(""porosity"", 0.15)), 0.01, 0.4)"
analysis/breakthrough_physics.py,267,5000.0,"inj_mscfd = _to_float(eor_params.get(""injection_rate"", 5000.0))"
analysis/breakthrough_physics.py,269,5.61458,q_res_ft3_day = inj_mscfd * bg * 5.61458
analysis/breakthrough_physics.py,271,365.25,bt_years = (bt_pore_volumes * pore_volume_ft3) / (q_res_ft3_day * 365.25 + EPSILON)
analysis/breakthrough_physics.py,288,2000.0,"length_ft = _to_float(reservoir_params.get(""length_ft"", 2000.0))"
analysis/breakthrough_physics.py,289,50.0,"height_ft = _to_float(reservoir_params.get(""thickness_ft"", 50.0))"
analysis/breakthrough_physics.py,290,1000.0,"width_ft = _to_float(reservoir_params.get(""width_ft"", 1000.0))"
analysis/breakthrough_physics.py,291,100.0,"perm_md = _to_float(reservoir_params.get(""permeability"", 100.0))"
analysis/breakthrough_physics.py,292,0.15,"porosity = _to_float(reservoir_params.get(""porosity"", 0.15))"
analysis/breakthrough_physics.py,298,5000.0,"inj_mscfd = _to_float(eor_params.get(""injection_rate"", 5000.0))"
analysis/breakthrough_physics.py,300,5.61458,q_res_ft3_day = inj_mscfd * bg * 5.61458
analysis/breakthrough_physics.py,304,1.0623e-14,k_ft2 = perm_md * 1.0623e-14
analysis/breakthrough_physics.py,307,2.417e-10,mu_o_lb_day_ft2 = mu_o_cp * 2.417e-10
analysis/breakthrough_physics.py,310,240000000000.0,g_ft_day2 = 2.4e11
analysis/breakthrough_physics.py,322,0.01,"bt_pv = (1.0 / m_ratio) * (1.0 - np.exp(-max(rvg, 0.01)))"
analysis/breakthrough_physics.py,325,365.25,bt_years = (bt_pv * pore_volume_ft3) / (q_res_ft3_day * 365.25 + EPSILON)
analysis/breakthrough_physics.py,342,100.0,"perm_md = _to_float(reservoir_params.get(""permeability"", 100.0))"
analysis/breakthrough_physics.py,347,5000.0,"inj_mscfd = _to_float(eor_params.get(""injection_rate"", 5000.0))"
analysis/breakthrough_physics.py,349,1000.0,"width_ft = _to_float(reservoir_params.get(""width_ft"", 1000.0))"
analysis/breakthrough_physics.py,350,50.0,"height_ft = _to_float(reservoir_params.get(""thickness_ft"", 50.0))"
analysis/breakthrough_physics.py,351,5.61458,q_res_ft3_day = inj_mscfd * bg * 5.61458
analysis/breakthrough_physics.py,355,1.0623e-14,k_ft2 = perm_md * 1.0623e-14
analysis/breakthrough_physics.py,356,2.417e-10,mu_g_lb_day_ft2 = mu_g_cp * 2.417e-10
analysis/breakthrough_physics.py,357,240000000000.0,g_ft_day2 = 2.4e11
analysis/breakthrough_physics.py,391,800.0,"base_gor = eor_params.get(""gas_oil_ratio_at_breakthrough"", 800.0)"
analysis/breakthrough_physics.py,392,10000.0,"injection_gor = eor_params.get(""injection_gor"", 10000.0)  # Typical injected CO₂ GOR"
analysis/breakthrough_physics.py,402,1.1,"return float(min(gor, injection_gor * 1.1))  # Cap at 10% above injection GOR"
analysis/breakthrough_physics.py,417,0.8,"co2_purity = produced_gas_composition.get(""co2_fraction"", 0.8)"
analysis/breakthrough_physics.py,470,200.0,"gor_profile[i] = eor_params.get(""initial_gor"", 200.0)  # Base reservoir GOR"
analysis/breakthrough_physics.py,509,5.0,"return self.generate_breakthrough_profile(15, 5.0, eor_params)"
analysis/breakthrough_physics.py,526,30.44,"state.current_time if hasattr(state, ""current_time"") else i * 30.44"
analysis/breakthrough_physics.py,544,0.1,co2_front_idx = np.where(co2_saturation_profile[i] > 0.1)[0]
analysis/breakthrough_physics.py,553,0.05,"producer_co2_sat > 0.05,"
analysis/breakthrough_physics.py,554,200.0,"200.0 + producer_co2_sat * 5000.0,  # Scale GOR with CO2 saturation"
analysis/breakthrough_physics.py,554,5000.0,"200.0 + producer_co2_sat * 5000.0,  # Scale GOR with CO2 saturation"
analysis/breakthrough_physics.py,555,200.0,"eor_params.get(""initial_gor"", 200.0),"
analysis/breakthrough_physics.py,560,0.05,"producer_co2_sat > 0.05, self.params.recycling_efficiency, 0.0"
analysis/breakthrough_physics.py,564,0.05,breakthrough_threshold = 0.05  # 5% CO2 at producer
analysis/breakthrough_physics.py,567,999.0,times[breakthrough_indices[0]] if len(breakthrough_indices) > 0 else 999.0
analysis/data_validation.py,20,0.01,"rf: float, ooip: float, total_oil_produced: float, tolerance: float = 0.01"
analysis/data_validation.py,60,500.0,"min_pressure: float = 500.0,"
analysis/data_validation.py,93,1.2,if max_observed > max_pressure * 1.2:
analysis/data_validation.py,96,1.2,"f""Pressure excessively exceeds maximum allowed: {max_observed:.0f} psi > {max_pressure * 1.2:.0f} ps"
analysis/data_validation.py,189,365.0,return profiles[selected_key] / 365.0
analysis/data_validation.py,335,30.4375,dt = 30.4375  # Monthly
analysis/data_validation.py,337,91.3125,dt = 91.3125  # Quarterly
analysis/data_validation.py,339,365.25,dt = 365.25  # Yearly
analysis/data_validation.py,358,10000.0,"max_pressure = reservoir_data.get(""max_pressure_psi"", 10000.0)"
analysis/decline_curve_analysis.py,41,0.1,"def __init__(self, economic_limit_factor: float = 0.1):"
analysis/decline_curve_analysis.py,107,0.1,di_guess = 0.1
analysis/decline_curve_analysis.py,134,0.1,di_guess = 0.1
analysis/decline_curve_analysis.py,212,0.95,if production_rate[idx] < 0.95 * peak_rate:
analysis/decline_curve_analysis.py,310,0.1,if r2_hyper > r2_exp and b_hyper > 0.1:  # Prefer hyperbolic if meaningful
analysis/injection_scheme_validator.py,36,1.8,"'min_co2_utilization_factor': 1.8,  # MSCF/STB (minimum realistic) - reduced from 2.0"
analysis/injection_scheme_validator.py,37,20.0,"'max_co2_utilization_factor': 20.0,  # MSCF/STB (maximum realistic)"
analysis/injection_scheme_validator.py,38,0.1,"'min_huff_n_puff_co2_recycle_ratio': 0.1,  # Minimum CO2 produced back - reduced from 0.3"
analysis/injection_scheme_validator.py,38,0.3,"'min_huff_n_puff_co2_recycle_ratio': 0.1,  # Minimum CO2 produced back - reduced from 0.3"
analysis/injection_scheme_validator.py,39,0.8,"'max_huff_n_puff_co2_recycle_ratio': 0.8,  # Maximum CO2 produced back"
analysis/injection_scheme_validator.py,41,100.0,"'max_pressure_increase_rate': 100.0,  # psi/day maximum during injection"
analysis/injection_scheme_validator.py,42,0.01,"'min_recovery_factor': 0.01,  # Minimum realistic recovery"
analysis/injection_scheme_validator.py,43,0.6,"'max_recovery_factor': 0.6,  # Maximum realistic recovery"
analysis/injection_scheme_validator.py,94,0.3,if abs(metrics['co2_water_ratio'] - 1.0) > 0.3:  # Allow 30% tolerance
analysis/injection_scheme_validator.py,236,1.5,if final_pressure > initial_pressure * 1.5:
analysis/injection_scheme_validator.py,238,0.3,if final_pressure < initial_pressure * 0.3:
analysis/injection_scheme_validator.py,405,0.2,if mass_balance_error > 0.2:  # Increased to 20% tolerance for simulation variability
analysis/material_balance.py,26,800.0,breakthrough_gor_threshold = 800.0
analysis/material_balance.py,27,0.9,recycling_efficiency = 0.9
analysis/material_balance.py,43,0.053,"co2_density_tonne_per_mscf: float = 0.053,"
analysis/material_balance.py,75,2000.0,"pressure = reservoir_params.get(""pressure"", 2000.0)"
analysis/material_balance.py,76,150.0,"temp_f = reservoir_params.get(""temperature"", 150.0)"
analysis/material_balance.py,77,5.0,temp_k = (temp_f - 32) * 5.0 / 9.0 + 273.15
analysis/material_balance.py,77,9.0,temp_k = (temp_f - 32) * 5.0 / 9.0 + 273.15
analysis/material_balance.py,77,273.15,temp_k = (temp_f - 32) * 5.0 / 9.0 + 273.15
analysis/material_balance.py,78,6894.76,pres_pa = pressure * 6894.76
analysis/material_balance.py,85,0.2,"vapor_frac = min(1.0, max(0.0, 1.0 - avg_z + 0.2))"
analysis/material_balance.py,87,0.05,vapor_frac = 0.05
analysis/material_balance.py,89,0.8,co2_frac = 0.8
analysis/material_balance.py,109,0.95,"co2_fraction = min(0.95, max(0.05, co2_fraction))"
analysis/material_balance.py,109,0.05,"co2_fraction = min(0.95, max(0.05, co2_fraction))"
analysis/material_balance.py,124,0.01,"leakage_rate_fraction: float = 0.01,"
analysis/material_balance.py,192,2000.0,p_res = 2000.0
analysis/material_balance.py,194,2000.0,"p_res = float(reservoir_params.get(""pressure"", 2000.0))"
analysis/material_balance.py,196,5500.0,p_frac = 5500.0
analysis/material_balance.py,197,0.9,safety_factor = 0.90
analysis/material_balance.py,200,5500.0,"p_frac = float(eor_params.get(""caprock_fracture_pressure_psi"", 5500.0))"
analysis/material_balance.py,201,0.9,"safety_factor = float(eor_params.get(""caprock_safety_factor"", 0.90))"
analysis/material_balance.py,207,0.0001,"effective_leakage_fraction = min(leakage_rate_fraction, 0.0001) if leakage_rate_fraction > 0 else 0."
analysis/material_balance.py,328,5.0,"1.0, time_since_breakthrough[i] / 5.0"
analysis/material_balance.py,333,0.1,recycling_efficiency[i] = 0.1  # 10% base efficiency
analysis/material_balance.py,350,0.1,"""recovery_factor"", 0.1"
analysis/material_balance.py,359,1000.0,produced_co2_mscf = (annual_oil_production_stb * gor) / 1000.0
analysis/material_balance.py,365,0.05,produced_tonne_estimate[i] = injected_tonne[i] * 0.05  # 5% dissolution
analysis/material_balance.py,455,1.02,"legend=dict(orientation=""h"", yanchor=""bottom"", y=1.02, xanchor=""right"", x=1),"
analysis/material_balance.py,483,1.02,"legend=dict(orientation=""h"", yanchor=""bottom"", y=1.02, xanchor=""right"", x=1),"
analysis/material_balance.py,517,1.02,"legend=dict(orientation=""h"", yanchor=""bottom"", y=1.02, xanchor=""right"", x=1),"
analysis/material_balance.py,571,0.053,"co2_density_tonne_per_mscf: float = 0.053,"
analysis/material_balance.py,572,0.01,"leakage_rate_fraction: float = 0.01,"
analysis/material_balance.py,634,12.0,"balance_data[""years""] = np.arange(1, len(balance_data[""injected_tonne""]) + 1) / 12.0"
analysis/profiler.py,17,5.61458,FT3_PER_BBL = 5.61458
analysis/profiler.py,72,0.2,"* np.mean(self.reservoir.grid.get(""PORO"", 0.2))"
analysis/profiler.py,92,0.4,base_efficiency = 0.5 + 0.4 * np.log10(M) / (M - 1)
analysis/profiler.py,94,0.1,base_efficiency = np.exp(-0.1 * (M - 10)) * (0.546 + 0.0357 / M)
analysis/profiler.py,94,0.546,base_efficiency = np.exp(-0.1 * (M - 10)) * (0.546 + 0.0357 / M)
analysis/profiler.py,94,0.0357,base_efficiency = np.exp(-0.1 * (M - 10)) * (0.546 + 0.0357 / M)
analysis/profiler.py,100,0.1,"return np.clip(enhanced_efficiency, 0.1, 1.0)"
analysis/profiler.py,112,1.1,factor *= 1.1  # Sandstone typically has better sweep
analysis/profiler.py,114,0.9,factor *= 0.9  # Carbonates often have more heterogeneity
analysis/profiler.py,116,0.7,factor *= 0.7  # Shale has poor sweep characteristics
analysis/profiler.py,122,1.05,factor *= 1.05  # Channelized systems can have good sweep if properly targeted
analysis/profiler.py,124,0.95,factor *= 0.95  # Dune systems can have complex flow patterns
analysis/profiler.py,132,1.1,factor *= 1.1
analysis/profiler.py,136,0.9,factor *= 0.9
analysis/profiler.py,138,0.8,factor *= 0.8
analysis/profiler.py,148,0.3,heterogeneity * 0.3
analysis/profiler.py,150,0.7,"factor *= np.clip(heterogeneity_penalty, 0.7, 1.0)"
analysis/profiler.py,185,1.2,modifier *= 1.2  # Sandstone typically has higher permeability
analysis/profiler.py,187,0.8,modifier *= 0.8  # Carbonates can have variable permeability
analysis/profiler.py,189,0.3,modifier *= 0.3  # Shale has very low permeability
analysis/profiler.py,203,1.1,factor *= 1.1  # Sandstone can typically handle higher injection rates
analysis/profiler.py,205,0.9,factor *= 0.9  # Carbonates may have fracture concerns
analysis/profiler.py,207,0.6,factor *= 0.6  # Shale has very low injectivity
analysis/profiler.py,213,0.8,factor *= 0.8
analysis/profiler.py,215,0.6,factor *= 0.6
analysis/profiler.py,217,1.5,"return np.clip(factor, 0.5, 1.5)"
analysis/profiler.py,357,1.2,B_oil = 1.2  # rb/stb
analysis/profiler.py,359,5.0,B_gas = 5.0  # Default value
analysis/profiler.py,362,273.15,temp_K = (self.temperature_F - 32) * 5 / 9 + 273.15
analysis/profiler.py,363,6894.76,pressure_Pa = self.initial_pressure * 6894.76
analysis/profiler.py,368,5.0,"f""Could not calculate B_gas, falling back to default 5.0. Error: {e}"""
analysis/profiler.py,380,0.2,base_productivity_index * permeability_modifier * (1.0 - heterogeneity_index * 0.2)
analysis/profiler.py,450,0.01,"s_oil = max(s_oil, 0.01)  # Minimum oil saturation"
analysis/profiler.py,451,0.01,"s_gas = max(s_gas, 0.01)  # Minimum gas saturation"
analysis/profiler.py,452,0.01,"s_water = max(s_water, 0.01)  # Minimum water saturation"
analysis/profiler.py,488,0.01,min_scaling_factor = 0.01  # 1% minimum injection to continue simulation
analysis/profiler.py,498,0.1,if day % 100 == 0 or scaling_factor < 0.1:
analysis/profiler.py,521,100.0,"pressure_increase, 100.0"
analysis/profiler.py,550,5.0,"pressure_decline, 5.0"
analysis/profiler.py,553,80.0,"pressure_decline, 80.0"
analysis/profiler.py,578,0.35,"1600, self.initial_pressure * 0.35"
analysis/profiler.py,604,0.05,min_production_factor = 0.05  # 5% of peak production
analysis/profiler.py,648,0.4,self.pore_volume_bbl * 0.4
analysis/profiler.py,651,0.85,"0.85, co2_volume_in_reservoir_rb / pore_volume_near_well"
analysis/profiler.py,654,0.4,"co2_saturation_near_well, 0.4, 0.85"
analysis/profiler.py,654,0.85,"co2_saturation_near_well, 0.4, 0.85"
analysis/profiler.py,655,0.3,)  # Increased minimum from 0.3 to 0.4
analysis/profiler.py,655,0.4,)  # Increased minimum from 0.3 to 0.4
analysis/profiler.py,665,0.4,base_efficiency = 0.5  # Increased from 0.4 to 0.5
analysis/profiler.py,666,0.15,improvement_rate = 0.15  # Increased from 0.12 to 0.15
analysis/profiler.py,666,0.12,improvement_rate = 0.15  # Increased from 0.12 to 0.15
analysis/profiler.py,666,0.15,improvement_rate = 0.15  # Increased from 0.12 to 0.15
analysis/profiler.py,668,0.95,"0.95, base_efficiency + cycles_completed * improvement_rate"
analysis/profiler.py,669,0.95,)  # Increased cap to 0.95
analysis/profiler.py,674,0.4,"f_co2_at_producer = max(f_co2_at_producer, 0.4)  # Increased from 0.3 to 0.4"
analysis/profiler.py,674,0.3,"f_co2_at_producer = max(f_co2_at_producer, 0.4)  # Increased from 0.3 to 0.4"
analysis/profiler.py,674,0.4,"f_co2_at_producer = max(f_co2_at_producer, 0.4)  # Increased from 0.3 to 0.4"
analysis/profiler.py,676,0.85,"f_co2_at_producer, 0.85"
analysis/profiler.py,677,0.8,)  # Increased cap from 0.8 to 0.85
analysis/profiler.py,677,0.85,)  # Increased cap from 0.8 to 0.85
analysis/profiler.py,681,1.2,f_co2_at_producer *= 1.2  # 20% boost for early cycles
analysis/profiler.py,693,0.8,0.8  # Reduced from 1.5 to make breakthrough more gradual
analysis/profiler.py,693,1.5,0.8  # Reduced from 1.5 to make breakthrough more gradual
analysis/profiler.py,696,0.6,"1.0 - np.exp(-co2_cut_aggressiveness * pvi_past_bt), 0, 0.6"
analysis/profiler.py,697,0.8,)  # Reduced max from 0.8 to 0.6
analysis/profiler.py,697,0.6,)  # Reduced max from 0.8 to 0.6
analysis/profiler.py,702,0.3,"S_wf + (1 - self.eor_params.sor - S_wf) * (1 - np.exp(-0.3 * pvi_past_bt)),"
analysis/profiler.py,712,0.1,if day % 100 == 0 or (PVI_current >= PVI_bt and f_co2_at_producer > 0.1):
analysis/profiler.py,743,0.1,if day % 100 == 0 or (PVI_current >= PVI_bt and f_water_at_producer > 0.1):
analysis/profiler.py,794,0.9,"recycling_fraction = getattr(self.eor_params, ""co2_recycling_fraction"", 0.9)"
analysis/profiler.py,827,4.0,"""quarterly"": DAYS_PER_YEAR / 4.0,"
analysis/profiler.py,828,12.0,"""monthly"": DAYS_PER_YEAR / 12.0,"
analysis/sensitivity_analyzer.py,340,2500.0,"""GeneralFallbacks.mmp_default_psi"", 2500.0"
analysis/sensitivity_analyzer.py,393,0.8,"""SensitivityAnalysis.single_value_lower_multiplier"", 0.8"
analysis/sensitivity_analyzer.py,396,1.2,"""SensitivityAnalysis.single_value_upper_multiplier"", 1.2"
analysis/sensitivity_analyzer.py,842,0.01,"legend=dict(x=0.01, y=0.99, borderwidth=1),"
analysis/sensitivity_analyzer.py,842,0.99,"legend=dict(x=0.01, y=0.99, borderwidth=1),"
analysis/well_analysis.py,18,60.0,STD_TEMP_F = 60.0
analysis/well_analysis.py,19,14.696,STD_PRESS_PSIA = 14.696
analysis/well_analysis.py,29,70.0,surface_temp: float = 70.0  # Default surface temperature in °F
analysis/well_analysis.py,30,32.0,default_api_gravity: float = 32.0  # Default API gravity if no other source is available
analysis/well_analysis.py,31,212.0,default_reservoir_temp: float = 212.0 # Default reservoir temperature if no other source is availabl
analysis/well_analysis.py,66,1000.0,specific_gravity_oil = rho_o / 1000.0
analysis/well_analysis.py,68,141.5,api_gravity = (141.5 / specific_gravity_oil) - 131.5
analysis/well_analysis.py,68,131.5,api_gravity = (141.5 / specific_gravity_oil) - 131.5
analysis/well_analysis.py,90,141.5,api = (141.5 / rhob) - 131.5
analysis/well_analysis.py,90,131.5,api = (141.5 / rhob) - 131.5
co2eor_optimizer/analysis/sensitivity_analyzer.py,192,2500.0,mmp_to_use = mmp_to_use or 2500.0 # Use a hardcoded fallback if everything else fails
co2eor_optimizer/analysis/sensitivity_analyzer.py,226,0.8,"min_v, max_v = (center_val * 0.8, center_val * 1.2) if center_val != 0 else (-1.0, 1.0)"
co2eor_optimizer/analysis/sensitivity_analyzer.py,226,1.2,"min_v, max_v = (center_val * 0.8, center_val * 1.2) if center_val != 0 else (-1.0, 1.0)"
co2eor_optimizer/analysis/uq_engine.py,353,0.1,"'P10': data.quantile(0.10), 'P50': data.quantile(0.50), 'P90': data.quantile(0.90),"
co2eor_optimizer/analysis/uq_engine.py,353,0.9,"'P10': data.quantile(0.10), 'P50': data.quantile(0.50), 'P90': data.quantile(0.90),"
co2eor_optimizer/analysis/well_analysis.py,18,60.0,STD_TEMP_F = 60.0
co2eor_optimizer/analysis/well_analysis.py,19,14.696,STD_PRESS_PSIA = 14.696
co2eor_optimizer/analysis/well_analysis.py,29,70.0,surface_temp: float = 70.0  # Default surface temperature in °F
co2eor_optimizer/analysis/well_analysis.py,30,32.0,default_api_gravity: float = 32.0  # Default API gravity if no other source is available
co2eor_optimizer/analysis/well_analysis.py,31,212.0,default_reservoir_temp: float = 212.0 # Default reservoir temperature if no other source is availabl
co2eor_optimizer/analysis/well_analysis.py,66,1000.0,specific_gravity_oil = rho_o / 1000.0
co2eor_optimizer/analysis/well_analysis.py,68,141.5,api_gravity = (141.5 / specific_gravity_oil) - 131.5
co2eor_optimizer/analysis/well_analysis.py,68,131.5,api_gravity = (141.5 / specific_gravity_oil) - 131.5
co2eor_optimizer/analysis/well_analysis.py,90,141.5,api = (141.5 / rhob) - 131.5
co2eor_optimizer/analysis/well_analysis.py,90,131.5,api = (141.5 / rhob) - 131.5
co2eor_optimizer/evaluation/mmp.py,39,0.95,"The sum of fractions must be 1.0. Example: {'CO2': 0.95, 'CH4': 0.05}."
co2eor_optimizer/evaluation/mmp.py,39,0.05,"The sum of fractions must be 1.0. Example: {'CO2': 0.95, 'CH4': 0.05}."
co2eor_optimizer/evaluation/mmp.py,103,15.988,Formula: MMP [psi] = 15.988 * (Temperature [°F] ^ 0.744206) * (API Gravity ^ 0.279033)
co2eor_optimizer/evaluation/mmp.py,103,0.744206,Formula: MMP [psi] = 15.988 * (Temperature [°F] ^ 0.744206) * (API Gravity ^ 0.279033)
co2eor_optimizer/evaluation/mmp.py,103,0.279033,Formula: MMP [psi] = 15.988 * (Temperature [°F] ^ 0.744206) * (API Gravity ^ 0.279033)
co2eor_optimizer/evaluation/mmp.py,105,15.988,mmp = 15.988 * (params.temperature ** 0.744206) * (params.oil_gravity ** 0.279033)
co2eor_optimizer/evaluation/mmp.py,105,0.744206,mmp = 15.988 * (params.temperature ** 0.744206) * (params.oil_gravity ** 0.279033)
co2eor_optimizer/evaluation/mmp.py,105,0.279033,mmp = 15.988 * (params.temperature ** 0.744206) * (params.oil_gravity ** 0.279033)
co2eor_optimizer/evaluation/mmp.py,129,0.007,mmp_adj_c7 = mmp_base * (1.0 + 0.007 * (params.c7_plus_mw - 190))
co2eor_optimizer/evaluation/mmp.py,137,0.25,IMPURITY_SENSITIVITY_FACTOR = 0.25
co2eor_optimizer/evaluation/mmp.py,157,1.356,a = 10**(1.356 + 0.0016 * params.temperature - 0.0000033 * params.temperature**2)
co2eor_optimizer/evaluation/mmp.py,157,0.0016,a = 10**(1.356 + 0.0016 * params.temperature - 0.0000033 * params.temperature**2)
co2eor_optimizer/evaluation/mmp.py,157,3.3e-06,a = 10**(1.356 + 0.0016 * params.temperature - 0.0000033 * params.temperature**2)
co2eor_optimizer/evaluation/mmp.py,159,10.3,m_c5_plus = 630 - 10.3 * params.oil_gravity
co2eor_optimizer/evaluation/mmp.py,160,0.36,b = (m_c5_plus**0.36) / (0.641 * params.temperature**0.21)
co2eor_optimizer/evaluation/mmp.py,160,0.641,b = (m_c5_plus**0.36) / (0.641 * params.temperature**0.21)
co2eor_optimizer/evaluation/mmp.py,160,0.21,b = (m_c5_plus**0.36) / (0.641 * params.temperature**0.21)
co2eor_optimizer/evaluation/mmp.py,163,0.993,c = 0.993 - 0.778 * (1 - x_co2)**0.11
co2eor_optimizer/evaluation/mmp.py,163,0.778,c = 0.993 - 0.778 * (1 - x_co2)**0.11
co2eor_optimizer/evaluation/mmp.py,163,0.11,c = 0.993 - 0.778 * (1 - x_co2)**0.11
co2eor_optimizer/evaluation/mmp.py,167,145.038,return mmp_mpa * 145.038  # Convert MPa to psi
co2eor_optimizer/evaluation/mmp.py,185,304.1,"CRITICAL_TEMPS_K = {'CO2': 304.1, 'CH4': 190.6, 'N2': 126.2}"
co2eor_optimizer/evaluation/mmp.py,185,190.6,"CRITICAL_TEMPS_K = {'CO2': 304.1, 'CH4': 190.6, 'N2': 126.2}"
co2eor_optimizer/evaluation/mmp.py,185,126.2,"CRITICAL_TEMPS_K = {'CO2': 304.1, 'CH4': 190.6, 'N2': 126.2}"
co2eor_optimizer/evaluation/mmp.py,198,4.773,mmp_pure_co2 = 1016 + 4.773*T_F - 0.00946*(T_F**2) + 0.000021*(T_F**3)
co2eor_optimizer/evaluation/mmp.py,198,0.00946,mmp_pure_co2 = 1016 + 4.773*T_F - 0.00946*(T_F**2) + 0.000021*(T_F**3)
